Customer ID,Total_Credit_Amt,Total_Credit_Cnt,Total_Debit_Amt,Total_Debit_Cnt,Age,Category,EFFECTIVE.RISK,Activity.Risk,Rating
1136,18211.45033,12,76614.0,6,72,Individual,9,9,Low Risk
1137,19131.01078,50,10500.0,3,26,Individual,1,9,Low Risk
1138,24331.84937,8,6301.0,4,69,Individual,1,5,Low Risk
1139,12936.56477,50,75408.0,2,66,Coorporate,5,5,Low Risk
1140,13450.00322,35,13932.0,1,59,Individual,5,9,High Risk
1141,13508.52167,3,40141.0,3,31,Individual,9,9,Low Risk
1142,13079.85523,39,42070.0,4,55,Individual,1,5,High Risk
1143,23287.38744,2,37589.0,3,31,Individual,9,5,High Risk
1144,19250.9107,41,45764.0,4,40,Individual,5,1,Low Risk
1145,24634.38621,3,36269.0,6,70,Individual,1,5,Low Risk
1146,22522.23156,43,58035.0,3,63,Coorporate,9,9,Low Risk
1147,17464.48803,6,65526.0,2,62,Individual,9,5,Low Risk
1148,20176.49974,32,53578.0,6,38,Individual,9,5,High Risk
1149,10432.56552,40,58031.0,5,74,Coorporate,5,1,High Risk
1150,19716.54917,22,74863.0,4,34,Individual,5,9,Low Risk
1151,23140.02756,21,48028.0,4,23,Coorporate,5,5,Low Risk
1152,11154.38956,25,67573.0,5,27,Coorporate,9,5,High Risk
1153,10484.31182,18,66235.0,2,25,Coorporate,1,9,High Risk
1154,15168.03439,43,38294.0,3,71,Individual,5,9,Low Risk
1155,29671.53962,4,57684.0,4,52,Coorporate,5,5,Low Risk
1156,26826.71299,42,55705.0,2,31,Individual,1,1,Low Risk
1157,11601.0258,29,53732.0,4,44,Individual,9,1,Low Risk
1158,27986.39216,30,65526.0,2,43,Coorporate,5,5,Low Risk
1159,20667.41467,43,31238.0,5,70,Individual,1,9,Low Risk
1160,15477.86542,9,22161.0,4,64,Individual,5,1,High Risk
1161,26335.09141,18,73311.0,5,38,Coorporate,1,9,Low Risk
1162,17061.79824,25,19989.0,2,35,Coorporate,5,9,Low Risk
1163,11420.71317,49,40817.0,2,56,Individual,1,5,Low Risk
1164,29889.59687,12,35309.0,5,39,Individual,1,5,Low Risk
1165,13590.55141,46,38240.0,5,54,Coorporate,5,1,High Risk
1166,22171.62842,28,14862.0,3,61,Coorporate,5,9,Low Risk
1167,26053.76206,23,25576.0,5,42,Individual,9,5,Low Risk
1168,21894.78062,22,38343.0,2,62,Coorporate,1,5,Low Risk
1169,14688.92084,12,42607.0,4,39,Individual,1,5,Low Risk
1170,12678.4434,27,17815.0,2,46,Individual,5,9,Low Risk
1171,18183.83043,2,68914.0,5,29,Coorporate,9,5,Low Risk
1172,17146.1401,21,17248.0,4,44,Individual,9,1,Low Risk
1173,18813.30578,31,75949.0,4,56,Coorporate,1,1,Low Risk
1174,13078.16131,40,66339.0,3,48,Coorporate,1,1,Low Risk
1175,20972.01221,20,24358.0,2,52,Coorporate,1,1,Low Risk
1176,15741.74819,17,62713.0,1,27,Individual,5,1,High Risk
1177,25074.56693,40,44337.0,2,25,Coorporate,1,1,Low Risk
1178,21628.2505,16,16383.0,5,29,Coorporate,5,9,Low Risk
1179,27160.79339,20,54663.0,4,54,Individual,1,5,Low Risk
1180,28028.53368,33,21767.0,4,33,Individual,5,1,High Risk
1181,22128.71967,15,34275.0,6,46,Individual,5,1,Low Risk
1182,17106.87865,35,72837.0,4,67,Individual,9,5,Low Risk
1183,10429.00842,27,67573.0,5,41,Individual,5,9,Low Risk
1184,22547.37729,27,34152.0,6,58,Coorporate,5,1,High Risk
1185,27724.81675,14,22120.0,4,44,Coorporate,5,5,Low Risk
1186,11828.12128,31,77109.0,2,45,Coorporate,1,5,Low Risk
1187,19268.74681,15,26981.0,4,53,Individual,9,5,High Risk
1188,19347.7504,39,61863.0,3,72,Individual,5,5,Low Risk
1189,27427.13129,36,57204.0,5,58,Individual,9,5,High Risk
1190,28235.18606,14,14102.0,5,47,Individual,1,1,Low Risk
1191,27947.45305,9,68798.0,4,71,Coorporate,1,5,High Risk
1192,21250.84295,21,49086.0,3,35,Coorporate,1,1,Low Risk
1193,15934.68094,11,70543.0,2,58,Individual,5,9,Low Risk
1194,16334.45193,28,65130.0,1,62,Individual,9,5,Low Risk
1195,12489.58817,15,19068.0,4,74,Coorporate,1,5,Low Risk
1196,29156.64617,34,14884.0,5,66,Coorporate,5,9,Low Risk
1197,12354.2462,1,39410.0,2,36,Individual,1,1,High Risk
1198,25032.60521,6,63113.0,3,23,Individual,9,1,Low Risk
1199,21830.33976,42,52690.0,2,49,Individual,9,5,High Risk
1200,15435.61651,14,6310.0,3,69,Coorporate,9,1,Low Risk
1201,14063.78474,41,35400.0,4,37,Coorporate,9,9,Low Risk
1202,29123.25513,20,51595.0,4,54,Individual,9,9,Low Risk
1203,10519.48295,43,60360.0,6,49,Coorporate,5,5,Low Risk
1204,28646.11729,31,33504.0,5,69,Coorporate,9,1,Low Risk
1205,24731.22289,12,20793.0,5,50,Coorporate,5,1,High Risk
1206,22467.98926,1,43129.0,3,45,Coorporate,9,5,Low Risk
1207,26480.01084,12,68636.0,3,54,Coorporate,1,5,Low Risk
1208,18667.50791,49,36570.0,2,27,Individual,5,1,Low Risk
1209,21554.77351,46,18742.0,5,48,Individual,9,5,Low Risk
1210,23837.13253,17,32837.0,3,47,Individual,1,9,Low Risk
1211,28501.07158,40,24777.0,1,48,Individual,9,9,Low Risk
1212,26818.02648,38,35400.0,4,43,Coorporate,1,9,High Risk
1213,22320.40213,8,30707.0,8,55,Individual,9,5,Low Risk
1214,20410.78647,42,53170.0,5,40,Individual,9,9,Low Risk
1215,22938.22547,27,42530.0,4,27,Coorporate,5,1,Low Risk
1216,25516.59171,29,12423.0,3,58,Individual,5,5,Low Risk
1217,12728.61102,9,79934.0,6,65,Individual,9,1,High Risk
1218,24566.26617,50,15177.0,2,48,Individual,5,1,Low Risk
1219,10635.33318,14,68026.0,3,21,Coorporate,5,9,High Risk
1220,24828.95058,43,38240.0,5,26,Coorporate,9,9,Low Risk
1221,10386.4983,1,30707.0,8,57,Coorporate,5,1,Low Risk
1222,11758.51071,37,28793.0,2,30,Individual,9,9,Low Risk
1223,21960.42228,7,71999.0,1,52,Individual,5,1,Low Risk
1224,29484.37224,20,42174.0,4,74,Individual,5,9,Low Risk
1225,15122.55856,12,27907.0,2,72,Individual,9,5,Low Risk
1226,18950.05699,6,43156.0,4,67,Coorporate,5,9,Low Risk
1227,29815.57091,43,37821.0,5,26,Individual,5,1,Low Risk
1228,21725.20016,30,37821.0,5,34,Individual,9,5,Low Risk
1229,10347.7567,21,48712.0,4,70,Individual,1,9,High Risk
1230,11560.25879,31,79866.0,2,25,Individual,1,5,High Risk
1231,18237.8256,13,67391.0,4,42,Individual,1,9,Low Risk
1232,12835.11791,43,77800.0,3,64,Individual,9,5,Low Risk
1233,18027.81461,49,79657.0,5,30,Coorporate,9,5,Low Risk
1234,10934.58603,3,48627.0,2,69,Coorporate,5,5,High Risk
1235,14541.63514,23,22802.0,1,42,Coorporate,9,9,Low Risk
1236,23247.76348,19,50836.0,2,63,Coorporate,5,1,Low Risk
1237,17295.92554,41,37224.0,3,63,Individual,5,5,Low Risk
1238,24815.67931,46,38184.0,4,31,Individual,5,9,Low Risk
1239,28737.11368,16,47630.0,8,45,Coorporate,1,9,High Risk
1240,10161.1602,6,77278.0,1,51,Coorporate,9,5,Low Risk
1241,13914.00116,24,71927.0,6,41,Coorporate,1,5,Low Risk
1242,10745.69441,34,29940.0,6,44,Individual,9,9,Low Risk
1243,22582.92665,29,17630.0,3,67,Coorporate,1,5,High Risk
1244,14578.1429,19,62959.0,4,32,Coorporate,1,5,Low Risk
1245,11441.74603,11,10559.0,4,31,Individual,1,1,Low Risk
1246,28895.91032,17,63672.0,5,21,Individual,1,9,Low Risk
1247,26916.67573,17,79290.0,3,74,Individual,9,1,Low Risk
1248,17516.56439,2,52091.0,4,49,Individual,9,5,Low Risk
1249,25770.05192,6,42706.0,4,48,Individual,5,5,High Risk
1250,29103.86014,48,63799.0,2,55,Coorporate,1,9,Low Risk
1251,13584.47071,42,27345.0,3,45,Coorporate,5,5,Low Risk
1252,28615.21248,41,66858.0,3,73,Individual,1,1,High Risk
1253,16488.45805,20,68080.0,2,21,Individual,1,5,Low Risk
1254,15195.07879,27,69251.0,2,53,Coorporate,9,1,Low Risk
1255,13182.56119,35,16433.0,4,52,Coorporate,5,1,Low Risk
1256,29893.76905,20,31730.0,5,62,Individual,1,9,Low Risk
1257,15809.70916,6,48222.0,3,26,Individual,5,1,Low Risk
1258,28092.51341,19,15795.0,4,68,Individual,5,1,Low Risk
1259,25584.32449,24,35347.0,9,21,Coorporate,9,5,Low Risk
1260,10616.08542,4,38916.0,3,61,Individual,9,5,Low Risk
1261,18080.51933,46,61028.0,2,41,Coorporate,9,9,Low Risk
1262,18454.53951,45,14231.0,2,67,Individual,5,1,Low Risk
1263,26628.58604,40,54663.0,4,36,Individual,1,9,Low Risk
1264,12574.32321,43,68857.0,5,38,Coorporate,1,5,High Risk
1265,21392.89447,43,70022.0,5,55,Coorporate,9,1,Low Risk
1266,17105.45199,21,76910.0,1,56,Coorporate,5,1,Low Risk
1267,29131.68495,45,67453.0,3,47,Coorporate,9,9,Low Risk
1268,26807.61938,10,42227.0,5,46,Individual,1,9,Low Risk
1269,16181.90568,13,50199.0,4,23,Individual,9,1,Low Risk
1270,28008.96715,1,55003.0,4,24,Individual,1,1,Low Risk
1271,21257.52319,5,63991.0,2,48,Coorporate,5,1,Low Risk
1272,25597.48293,21,34760.0,2,63,Coorporate,9,1,Low Risk
1273,10336.98651,6,18253.0,2,45,Coorporate,1,9,Low Risk
1274,23294.4639,3,79675.0,3,42,Coorporate,5,5,Low Risk
1275,14549.32607,48,6310.0,3,63,Individual,1,1,Low Risk
1276,12329.1999,17,61182.0,6,33,Coorporate,9,1,Low Risk
1277,28321.84534,23,7065.0,4,51,Coorporate,9,5,Low Risk
1278,20007.06666,48,25681.0,2,67,Coorporate,5,5,Low Risk
1279,27638.12911,46,66330.0,5,33,Coorporate,5,1,Low Risk
1280,23103.21007,6,35309.0,5,24,Individual,5,9,Low Risk
1281,13138.85525,43,40417.0,4,42,Coorporate,9,1,Low Risk
1282,22384.9459,9,76654.0,3,69,Individual,1,5,Low Risk
1283,24166.10739,34,74625.0,4,35,Individual,9,1,Low Risk
1284,23793.45261,39,25417.0,4,32,Coorporate,1,1,Low Risk
1285,28365.96682,5,27410.0,3,39,Coorporate,9,5,Low Risk
1286,11052.11367,49,24358.0,2,29,Individual,9,1,High Risk
1287,10981.19633,8,21691.0,6,61,Individual,5,9,High Risk
1288,18583.1117,27,19675.0,1,59,Coorporate,1,9,High Risk
1289,26483.32431,19,68475.0,3,24,Coorporate,5,9,Low Risk
1290,14359.44032,49,17274.0,2,66,Individual,9,1,Low Risk
1291,15248.0811,5,21037.0,3,72,Individual,5,9,High Risk
1292,27082.47105,14,48712.0,4,58,Coorporate,1,9,Low Risk
1293,10639.4304,22,20490.0,4,39,Individual,9,1,Low Risk
1294,21631.06816,11,10579.0,4,74,Coorporate,9,5,Low Risk
1295,18428.81433,29,73271.0,2,48,Individual,9,5,Low Risk
1296,13179.11828,33,53022.0,4,28,Individual,9,5,Low Risk
1297,16894.28747,3,43829.0,6,73,Individual,9,5,High Risk
1298,16535.12082,40,72783.0,8,40,Individual,1,9,Low Risk
1299,15986.95687,48,54123.0,2,26,Coorporate,1,5,High Risk
1300,14695.24419,9,50692.0,3,50,Individual,9,1,High Risk
1301,25281.21266,31,30828.0,4,22,Individual,1,1,High Risk
1302,25081.37827,24,32530.0,4,42,Individual,1,5,Low Risk
1303,19898.74625,26,43215.0,4,74,Coorporate,9,5,Low Risk
1304,21979.07955,2,64101.0,4,29,Individual,1,5,Low Risk
1305,18029.10735,21,18616.0,3,31,Individual,1,1,High Risk
1306,25908.23056,6,27330.0,6,57,Coorporate,5,9,High Risk
1307,16067.89385,45,8747.0,5,72,Coorporate,5,9,Low Risk
1308,11432.83127,46,33469.0,2,66,Individual,1,9,Low Risk
1309,19321.71213,40,60370.0,1,55,Coorporate,9,1,Low Risk
1310,10276.17864,30,27630.0,3,59,Coorporate,9,5,Low Risk
1311,21257.99119,25,33128.0,3,42,Individual,5,5,Low Risk
1312,29002.64859,46,69244.0,4,53,Individual,9,1,Low Risk
1313,17323.83734,20,48856.0,2,32,Coorporate,5,1,Low Risk
1314,12196.69021,20,60467.0,3,71,Coorporate,9,1,Low Risk
1315,19133.71804,19,20736.0,3,49,Individual,5,5,Low Risk
1316,24096.34984,4,52415.0,3,25,Individual,5,5,High Risk
1317,21888.64799,14,33504.0,5,45,Individual,5,1,High Risk
1318,15075.20738,15,18248.0,1,37,Coorporate,9,9,Low Risk
1319,14357.2658,31,64142.0,5,25,Individual,1,1,Low Risk
1320,22142.18507,19,54201.0,4,67,Individual,9,1,Low Risk
1321,21968.00522,24,34360.0,4,69,Individual,5,9,Low Risk
1322,16659.4035,12,21562.0,1,49,Individual,5,9,Low Risk
1323,14277.95794,31,11083.0,1,68,Individual,9,5,Low Risk
1324,18405.82161,25,15523.0,5,23,Coorporate,9,5,Low Risk
1325,19039.85294,29,73961.0,4,35,Coorporate,5,9,Low Risk
1326,12076.38556,2,48154.0,3,44,Coorporate,9,9,Low Risk
1327,29253.52558,47,79370.0,2,67,Coorporate,5,1,Low Risk
1328,10914.82014,49,7324.0,2,36,Individual,1,1,Low Risk
1329,15144.32281,31,56857.0,4,45,Individual,9,9,Low Risk
1330,18071.78168,43,32007.0,7,67,Coorporate,5,9,High Risk
1331,18643.38186,37,49133.0,4,69,Coorporate,9,5,High Risk
1332,27329.25833,46,64633.0,4,35,Individual,5,1,Low Risk
1333,29647.17972,40,21739.0,5,70,Coorporate,9,5,Low Risk
1334,18255.24159,44,56466.0,2,31,Individual,5,5,Low Risk
1335,17993.30731,17,69218.0,2,34,Coorporate,9,1,Low Risk
1336,14502.02199,15,36668.0,2,61,Individual,5,1,High Risk
1337,25639.62193,22,71713.0,1,31,Individual,1,9,Low Risk
1338,18299.87474,44,71549.0,5,36,Coorporate,5,5,High Risk
1339,26414.72052,1,36070.0,3,45,Individual,1,9,High Risk
1340,16213.55434,39,20416.0,8,49,Individual,1,5,Low Risk
1341,19198.36064,23,78647.0,3,46,Coorporate,9,9,Low Risk
1342,16933.63057,7,44502.0,4,59,Individual,9,9,Low Risk
1343,18554.29475,4,38582.0,5,43,Individual,9,9,Low Risk
1344,18247.15389,43,73070.0,3,22,Individual,1,9,Low Risk
1345,10866.16859,12,60579.0,4,40,Coorporate,5,9,Low Risk
1346,23732.06602,21,21691.0,6,74,Coorporate,9,5,Low Risk
1347,11768.44754,19,18764.0,2,53,Individual,9,5,Low Risk
1348,22047.01057,26,38051.0,1,26,Individual,1,5,Low Risk
1349,17224.44356,44,76241.0,1,34,Individual,1,5,High Risk
1350,21635.02187,26,7838.0,4,57,Coorporate,5,5,High Risk
1351,18108.11165,49,24058.0,4,35,Coorporate,9,1,High Risk
1352,26800.42632,3,14131.0,2,55,Individual,1,5,High Risk
1353,24129.94472,36,50700.0,3,45,Individual,5,1,Low Risk
1354,29791.79365,26,73583.0,4,70,Coorporate,1,5,Low Risk
1355,11314.67032,22,69304.0,3,49,Individual,1,1,High Risk
1356,11652.40708,31,64518.0,5,49,Coorporate,1,9,Low Risk
1357,17373.08362,41,48028.0,4,53,Coorporate,9,5,Low Risk
1358,17654.49049,25,18764.0,2,22,Coorporate,1,5,Low Risk
1359,20915.17731,2,11182.0,7,43,Coorporate,1,5,High Risk
1360,21277.35646,48,37391.0,3,35,Individual,1,1,Low Risk
1361,27015.56132,49,46586.0,4,50,Individual,9,1,Low Risk
1362,11717.79353,27,45435.0,3,26,Individual,9,9,Low Risk
1363,23054.92253,16,64799.0,5,28,Coorporate,5,1,Low Risk
1364,26877.32489,24,11525.0,3,31,Individual,1,5,Low Risk
1365,18988.26161,6,49465.0,2,37,Individual,1,5,Low Risk
1366,23037.94912,6,53170.0,5,26,Coorporate,9,5,Low Risk
1367,16193.84184,42,6454.0,6,29,Individual,9,9,Low Risk
1368,15761.34496,32,56225.0,4,69,Individual,5,5,Low Risk
1369,23048.44755,43,16210.0,3,69,Coorporate,9,5,Low Risk
1370,28739.83502,24,16539.0,3,42,Coorporate,5,9,Low Risk
1371,15056.51881,13,65972.0,5,29,Coorporate,9,5,Low Risk
1372,13218.33455,22,70120.0,2,29,Coorporate,1,1,High Risk
1373,13006.70272,7,74353.0,5,61,Individual,9,1,High Risk
1374,16415.05409,49,75833.0,3,49,Individual,5,9,High Risk
1375,20237.04811,12,52742.0,5,61,Coorporate,9,9,Low Risk
1376,28047.39054,12,23949.0,1,60,Individual,5,1,Low Risk
1377,29495.44885,2,39039.0,2,74,Individual,9,1,High Risk
1378,21511.41625,9,35548.0,4,64,Individual,9,1,Low Risk
1379,13952.7413,12,13914.0,6,54,Coorporate,5,1,Low Risk
1380,24542.28001,19,35678.0,4,69,Individual,5,9,Low Risk
1381,21273.36634,7,52182.0,5,60,Individual,1,1,High Risk
1382,18624.03922,25,43968.0,3,61,Coorporate,5,9,High Risk
1383,26601.40801,42,43066.0,5,51,Individual,1,5,Low Risk
1384,21327.26517,7,67983.0,7,52,Individual,1,5,Low Risk
1385,26451.98992,37,46577.0,2,52,Individual,5,9,Low Risk
1386,25252.89066,19,40455.0,3,43,Coorporate,5,5,High Risk
1387,17212.94636,36,28082.0,1,39,Coorporate,1,9,Low Risk
1388,29339.51605,38,8481.0,2,72,Coorporate,1,1,Low Risk
1389,13948.00435,13,40417.0,4,51,Coorporate,9,9,Low Risk
1390,15903.39829,13,79002.0,2,30,Individual,9,5,Low Risk
1391,22554.34504,13,32530.0,4,39,Individual,9,1,Low Risk
1392,19154.9569,43,18516.0,1,57,Individual,1,1,Low Risk
1393,24042.26414,50,64142.0,5,38,Individual,5,5,Low Risk
1394,14433.86454,44,75385.0,3,45,Individual,1,5,Low Risk
1395,28262.17404,8,29733.0,4,63,Individual,5,5,High Risk
1396,23288.42113,39,26242.0,7,61,Coorporate,5,9,Low Risk
1397,13292.3901,13,62554.0,2,42,Coorporate,1,1,Low Risk
